,examine,id,members,lowalch,limit,value,highalch,icon,name
647,"A large blue coloured blamish snail shell, looks protective.",3361,True,60.0,13000.0,150.0,90.0,Blamish blue shell (pointed).png,Blamish blue shell (pointed)
648,"A large blue coloured blamish snail shell, looks protective.",3351,True,60.0,13000.0,150.0,90.0,Blamish blue shell (round).png,Blamish blue shell (round)
649,"A large 'Myre' coloured blamish snail shell, looks protective.",3355,True,60.0,13000.0,150.0,90.0,Blamish myre shell (pointed).png,Blamish myre shell (pointed)
650,"A large 'Myre' coloured blamish snail shell, looks protective.",3345,True,60.0,13000.0,150.0,90.0,Blamish myre shell (round).png,Blamish myre shell (round)
651,"A large ochre coloured blamish snail shell, looks protective.",3359,True,60.0,13000.0,150.0,90.0,Blamish ochre shell (pointed).png,Blamish ochre shell (pointed)
652,"A large ochre coloured blamish snail shell, looks protective.",3349,True,60.0,13000.0,150.0,90.0,Blamish ochre shell (round).png,Blamish ochre shell (round)
653,"A large red and black blamish snail shell, looks protective.",3357,True,60.0,13000.0,150.0,90.0,Blamish red shell (pointed).png,Blamish red shell (pointed)
654,"A large red and black blamish snail shell, looks protective.",3347,True,60.0,13000.0,150.0,90.0,Blamish red shell (round).png,Blamish red shell (round)
655,An ethereal shield that has been blessed with holy powers.,12831,True,480000.0,8.0,1200000.0,720000.0,Blessed spirit shield.png,Blessed spirit shield
656,"Enough power for any Ice spell, blighted so it can be used only in the Wilderness.",24607,True,14.0,15000.0,35.0,21.0,Blighted ancient ice sack.png,Blighted ancient ice sack
657,"An unappetising fish, now blighted so it can be eaten only in the Wilderness.",24592,True,20.0,10000.0,50.0,30.0,Blighted anglerfish.png,Blighted anglerfish
658,"Enough power for a Bind, blighted so it can be used only in the Wilderness.",24609,True,1.0,10000.0,1.0,1.0,Blighted bind sack.png,Blighted bind sack
659,"Enough power for an Entangle, blighted so it can be used only in the Wilderness.",24613,True,12.0,15000.0,30.0,18.0,Blighted entangle sack.png,Blighted entangle sack
660,"A nutritious octopus, now blighted so it can be eaten only in the Wilderness.",24595,True,20.0,10000.0,50.0,30.0,Blighted karambwan.png,Blighted karambwan
661,"A rare catch, now blighted so it can be eaten only in the Wilderness.",24589,True,20.0,10000.0,50.0,30.0,Blighted manta ray.png,Blighted manta ray
662,1 dose of blighted overload potion.,29640,True,20.0,50.0,50.0,30.0,Blighted overload (1).png,Blighted overload (1)
663,2 doses of blighted overload potion.,29637,True,20.0,50.0,50.0,30.0,Blighted overload (2).png,Blighted overload (2)
664,3 doses of blighted overload potion.,29634,True,20.0,50.0,50.0,30.0,Blighted overload (3).png,Blighted overload (3)
665,4 doses of blighted overload potion.,29631,True,20.0,50.0,50.0,30.0,Blighted overload (4).png,Blighted overload (4)
666,"Enough power for a Snare, blighted so it can be used only in the Wilderness.",24611,True,1.0,10000.0,1.0,1.0,Blighted snare sack.png,Blighted snare sack
667,"4 doses of super restore potion, blighted so it can be used only in the Wilderness.",24598,True,16.0,2000.0,40.0,24.0,Blighted super restore(4).png,Blighted super restore(4)
668,"Enough power for a Teleblock or a Teleport to Target, blighted so it can be used only in the Wilderness.",24615,True,12.0,10000.0,32.0,19.0,Blighted teleport spell sack.png,Blighted teleport spell sack
669,"Enough power for a Vengeance, blighted so it can be used only in the Wilderness.",24621,True,12.0,10000.0,31.0,18.0,Blighted vengeance sack.png,Blighted vengeance sack
670,A blood-filled essence with magical properties.,26390,True,40000.0,500.0,100000.0,60000.0,Blood essence.png,Blood essence
671,"A set containing a Blood moon helm, Blood moon chestplate, Blood moon tassets and Dual macuahuitl.",31136,True,58000.0,,145000.0,87000.0,Blood moon armour set.png,Blood moon armour set
672,The chestplate of the Blood Moon.,29022,True,116004.0,15.0,290010.0,174006.0,Blood moon chestplate.png,Blood moon chestplate
673,The chestplate of the Blood Moon.,29067,True,116004.0,15.0,290010.0,174006.0,Blood moon chestplate (broken).png,Blood moon chestplate (broken)
674,The helm of the Blood Moon.,29028,True,41200.0,15.0,103000.0,61800.0,Blood moon helm.png,Blood moon helm
675,The helm of the Blood Moon.,29073,True,41200.0,15.0,103000.0,61800.0,Blood moon helm (broken).png,Blood moon helm (broken)
676,The tassets of the Blood Moon.,29025,True,115964.0,15.0,289910.0,173946.0,Blood moon tassets.png,Blood moon tassets
677,The tassets of the Blood Moon.,29070,True,115964.0,15.0,289910.0,173946.0,Blood moon tassets (broken).png,Blood moon tassets (broken)
678,It's literally a pint of blood.,24774,True,1.0,2000.0,2.0,1.0,Blood pint.png,Blood pint
679,Used for high level missile spells.,565,True,160.0,25000.0,400.0,240.0,Blood rune.png,Blood rune
680,A magical shard filled with a dark power.,24777,True,80000.0,8.0,200000.0,120000.0,Blood shard.png,Blood shard
681,A mysterious power emanates from the talisman...,1450,True,1.0,,4.0,2.0,Blood talisman.png,Blood talisman
682,A tiara infused with the properties of blood.,5549,True,200.0,,500.0,300.0,Blood tiara.png,Blood tiara
683,A red and black Snail shell helmet.,3329,True,120.0,150.0,300.0,180.0,Blood'n'tar snelm.png,Blood'n'tar snelm
684,"A set containing a Bloodbark helm, Bloodbark body, Bloodbark legs, Bloodbark boots and Bloodbark gloves.",31163,True,58000.0,,145000.0,87000.0,Bloodbark armour set.png,Bloodbark armour set
685,Keeps my chest protected.,25404,True,48000.0,70.0,120000.0,72000.0,Bloodbark body.png,Bloodbark body
686,Great foot protection.,25410,True,4000.0,,10000.0,6000.0,Bloodbark boots.png,Bloodbark boots
687,These should protect my hands.,25407,True,4000.0,70.0,10000.0,6000.0,Bloodbark gauntlets.png,Bloodbark gauntlets
688,A rather interesting smelling helmet.,25413,True,6000.0,,15000.0,9000.0,Bloodbark helm.png,Bloodbark helm
689,Strong leg protection.,25416,True,32000.0,70.0,80000.0,48000.0,Bloodbark legs.png,Bloodbark legs
690,A coagulated concoction.,22430,True,4.0,2000.0,10.0,6.0,Bloody bracer.png,Bloody bracer
691,Parlez-vous francais?,2633,True,32.0,4.0,80.0,48.0,Blue beret.png,Blue beret
692,Stylish!,7325,True,90.0,4.0,225.0,135.0,Blue boater.png,Blue boater
693,"They're soft, silky and blue.",630,True,80.0,150.0,200.0,120.0,Blue boots.png,Blue boots
694,A thick blue cape.,1021,False,12.0,150.0,32.0,19.0,Blue cape.png,Blue cape
695,You'll need something to break through that shell.,31674,True,50.0,,125.0,75.0,Blue crab.png,Blue crab
696,This looks tricky to eat.,31695,True,60.0,,150.0,90.0,Blue crab meat.png,Blue crab meat
697,Made from 100% real dragonhide.,2499,True,3744.0,125.0,9360.0,5616.0,Blue d'hide body.png,Blue d'hide body
698,Made from 100% real dragonhide. With colourful trim!,7374,True,3744.0,8.0,9360.0,5616.0,Blue d'hide body (g).png,Blue d'hide body (g)
699,Made from 100% real dragonhide. With colourful trim!,7376,True,3744.0,8.0,9360.0,5616.0,Blue d'hide body (t).png,Blue d'hide body (t)
700,Made from 100% real dragonhide.,2493,True,1728.0,125.0,4320.0,2592.0,Blue d'hide chaps.png,Blue d'hide chaps
701,Made from 100% real dragonhide. With colourful trim!,7382,True,1728.0,8.0,4320.0,2592.0,Blue d'hide chaps (g).png,Blue d'hide chaps (g)
702,Made from 100% real dragonhide. With colourful trim!,7384,True,1728.0,8.0,4320.0,2592.0,Blue d'hide chaps (t).png,Blue d'hide chaps (t)
703,A solid yew shield covered in blue dragon leather.,22278,True,3000.0,125.0,7500.0,4500.0,Blue d'hide shield.png,Blue d'hide shield
704,Vambraces made from 100% real dragonhide.,2487,True,1200.0,125.0,3000.0,1800.0,Blue d'hide vambraces.png,Blue d'hide vambraces
705,Paints things blue!,12757,True,1.0,4.0,1.0,1.0,Blue dark bow paint.png,Blue dark bow paint
706,It's a piece of prepared blue dragonhide.,2505,True,28.0,13000.0,70.0,42.0,Blue dragon leather.png,Blue dragon leather
707,Do I look scary?,12520,True,4000.0,4.0,10000.0,6000.0,Blue dragon mask.png,Blue dragon mask
708,A large shiny scale.,243,True,20.0,13000.0,50.0,30.0,Blue dragon scale.png,Blue dragon scale
709,The scaly rough hide from a Blue Dragon.,1751,True,56.0,13000.0,140.0,84.0,Blue dragonhide.png,Blue dragonhide
710,"A set containing a blue dragonhide body, chaps and vambraces.",12867,True,2000.0,125.0,5000.0,3000.0,Blue dragonhide set.png,Blue dragonhide set
711,A little bottle of blue dye.,1767,False,2.0,150.0,5.0,3.0,Blue dye.png,Blue dye
712,A well made elegant ladies' blue blouse.,10428,True,800.0,4.0,2000.0,1200.0,Blue elegant blouse.png,Blue elegant blouse
713,A rather elegant pair of men's blue pantaloons.,10410,True,800.0,4.0,2000.0,1200.0,Blue elegant legs.png,Blue elegant legs
714,A well made elegant men's blue shirt.,10408,True,800.0,4.0,2000.0,1200.0,Blue elegant shirt.png,Blue elegant shirt
715,A rather elegant blue skirt.,10430,True,800.0,4.0,2000.0,1200.0,Blue elegant skirt.png,Blue elegant skirt
716,A cool blue feather.,10089,True,6.0,8000.0,16.0,9.0,Blue feather.png,Blue feather
717,Makes firelighting a lot easier.,7331,True,6.0,250.0,15.0,9.0,Blue firelighter.png,Blue firelighter
718,A posy of flowers.,2464,True,40.0,150.0,100.0,60.0,Blue flowers.png,Blue flowers
719,Aaaarrrghhh ... I'm a monster.,1055,False,6.0,5.0,15.0,9.0,Blue halloween mask.png,Blue halloween mask
720,A silly blue pointed hat.,660,True,64.0,150.0,160.0,96.0,Blue hat.png,Blue hat
721,A minimalist's hat.,12301,True,16.0,4.0,40.0,24.0,Blue headband.png,Blue headband
722,"A set containing a Blue moon helm, Blue moon chestplate, Blue moon tassets and Blue moon spear.",31139,True,58000.0,,145000.0,87000.0,Blue moon armour set.png,Blue moon armour set
723,The chestplate of the Blue Moon.,29013,True,116004.0,15.0,290010.0,174006.0,Blue moon chestplate.png,Blue moon chestplate
724,The chestplate of the Blue Moon.,29058,True,116004.0,15.0,290010.0,174006.0,Blue moon chestplate (broken).png,Blue moon chestplate (broken)
725,The helm of the Blue Moon.,29019,True,41200.0,15.0,103000.0,61800.0,Blue moon helm.png,Blue moon helm
726,The helm of the Blue Moon.,29064,True,41200.0,15.0,103000.0,61800.0,Blue moon helm (broken).png,Blue moon helm (broken)
727,A magical staff of ancient origin...,28988,True,40000.0,15.0,100000.0,60000.0,Blue moon spear.png,Blue moon spear
728,The tassets of the Blue Moon.,29016,True,115964.0,15.0,289910.0,173946.0,Blue moon tassets.png,Blue moon tassets
729,The tassets of the Blue Moon.,29061,True,115964.0,15.0,289910.0,173946.0,Blue moon tassets (broken).png,Blue moon tassets (broken)
730,A nice hat from a cracker.,1042,False,1.0,5.0,1.0,1.0,Blue partyhat.png,Blue partyhat
731,Made by Tree Gnomes with a thing for blue.,650,True,72.0,150.0,180.0,108.0,Blue robe bottoms.png,Blue robe bottoms
732,"The ultimate in gnome design, now in blue!",640,True,72.0,150.0,180.0,108.0,Blue robe top.png,Blue robe top
733,Leg covering favoured by women and wizards.,1011,False,1.0,150.0,2.0,1.0,Blue skirt.png,Blue skirt
734,Leg covering favoured by women and wizards. With a colourful trim!,7386,False,1.0,4.0,2.0,1.0,Blue skirt (g).png,Blue skirt (g)
735,Leg covering favoured by women and wizards. With a colourful trim!,7388,False,1.0,4.0,2.0,1.0,Blue skirt (t).png,Blue skirt (t)
736,Vambraces made from 100% real dragonhide. Now with added spikiness.,10081,True,1200.0,125.0,3000.0,1800.0,Blue spiky vambraces.png,Blue spiky vambraces
737,A silly pointed hat.,579,False,1.0,125.0,2.0,1.0,Blue wizard hat.png,Blue wizard hat
738,"A silly pointed hat, with colourful trim.",7394,False,1.0,4.0,2.0,1.0,Blue wizard hat (g).png,Blue wizard hat (g)
739,"A silly pointed hat, with colourful trim.",7396,False,1.0,4.0,2.0,1.0,Blue wizard hat (t).png,Blue wizard hat (t)
740,I can do magic better in this.,577,False,6.0,125.0,15.0,9.0,Blue wizard robe.png,Blue wizard robe
741,I can do magic better in this.,7390,False,6.0,4.0,15.0,9.0,Blue wizard robe (g).png,Blue wizard robe (g)
742,I can do magic better in this.,7392,False,6.0,4.0,15.0,9.0,Blue wizard robe (t).png,Blue wizard robe (t)
743,Some nicely cooked bluefin.,32344,True,68.0,,170.0,102.0,Bluefin.png,Bluefin
744,A large Bluegill.,22826,True,1.0,13000.0,3.0,1.0,Bluegill.png,Bluegill
745,Looks good... smells strong.,2064,True,12.0,2000.0,30.0,18.0,Blurberry special.png,Blurberry special
746,One has been poured out for (sailing with) the boys.,31989,True,200.0,100.0,500.0,300.0,Boat bottle (empty).png,Boat bottle (empty)
747,'Bob says: A bank pin will keep your items secure.',10322,True,1.0,4.0,3.0,1.0,Bob's black shirt.png,Bob's black shirt
748,'Bob says: Always check the second trade screen.',10318,True,1.0,4.0,3.0,1.0,Bob's blue shirt.png,Bob's blue shirt
749,'Bob says: Never trade in the wilderness!',10320,True,1.0,4.0,3.0,1.0,Bob's green shirt.png,Bob's green shirt
750,'Bob says: Keep your computer keylogger free and virus scanned.',10324,True,1.0,4.0,3.0,1.0,Bob's purple shirt.png,Bob's purple shirt
751,'Bob says: Never give your password out to anyone.',10316,True,1.0,4.0,3.0,1.0,Bob's red shirt.png,Bob's red shirt
752,Used for curse spells.,559,False,1.0,18000.0,3.0,1.0,Body rune.png,Body rune
753,A mysterious power emanates from the talisman...,1446,False,1.0,11000.0,4.0,2.0,Body talisman.png,Body talisman
754,A tiara infused with the properties of the body.,5533,False,40.0,40.0,100.0,60.0,Body tiara.png,Body tiara
755,A mould for creating silver crossbow bolts.,9434,True,10.0,40.0,25.0,15.0,Bolt mould.png,Bolt mould
756,A bolt of canvas.,31475,True,40.0,13000.0,100.0,60.0,Bolt of canvas.png,Bolt of canvas
757,A bolt of ordinary cloth.,8790,True,200.0,13000.0,500.0,300.0,Bolt of cloth.png,Bolt of cloth
758,A bolt of cotton.,31478,True,160.0,13000.0,400.0,240.0,Bolt of cotton.png,Bolt of cotton
759,A bolt of linen.,31472,True,8.0,13000.0,20.0,12.0,Bolt of linen.png,Bolt of linen
760,Must need a special type of crossbow to use this.,4740,True,20.0,11000.0,50.0,30.0,Bolt rack 5.png,Bolt rack
761,Good if you have a bone crossbow!,8882,True,1.0,11000.0,3.0,1.0,Bone bolts 5.png,Bone bolts
762,Basic but brutal!,5018,True,240.0,4.0,600.0,360.0,Bone club.png,Bone club
763,A powerful dagger.,8872,True,800.0,70.0,2000.0,1200.0,Bone dagger.png,Bone dagger
764,A powerful dagger.,8874,True,800.0,70.0,2000.0,1200.0,Bone dagger (p).png,Bone dagger (p)
765,A powerful dagger.,8876,True,800.0,70.0,2000.0,1200.0,Bone dagger (p+).png,Bone dagger (p+)
766,A powerful dagger.,8878,True,800.0,70.0,2000.0,1200.0,Bone dagger (p++).png,Bone dagger (p++)
767,Ground down bone fragments.,25139,False,1.0,500.0,1.0,1.0,Bone fragments 5.png,Bone fragments
768,Basic but brutal!,5016,True,240.0,4.0,600.0,360.0,Bone spear.png,Bone spear
769,Bones are for burying!,526,False,1.0,3000.0,1.0,1.0,Bones.png,Bones
770,A tablet containing a magic spell.,8014,True,1.0,10000.0,1.0,1.0,Bones to bananas (tablet).png,Bones to bananas (tablet)
771,A tablet containing a magic spell.,8015,True,1.0,10000.0,1.0,1.0,Bones to peaches (tablet).png,Bones to peaches (tablet)
772,A set containing the four pages of Guthix's Book of Balance.,13153,True,2800.0,5.0,7000.0,4200.0,Book of balance page set.png,Book of balance page set
773,A set containing the four pages of the Ancient Book of Darkness.,13159,True,3000.0,5.0,7500.0,4500.0,Book of darkness page set.png,Book of darkness page set
774,A set containing the four pages of Armadyl's Book of Law.,13157,True,3000.0,5.0,7500.0,4500.0,Book of law page set.png,Book of law page set
775,A set containing the four pages of Bandos' Book of War.,13155,True,3000.0,5.0,7500.0,4500.0,Book of war page set.png,Book of war page set
776,How does it all fit in there?,8510,True,4.0,500.0,10.0,6.0,Bookcase (flatpack).png,Bookcase (flatpack)
777,A pair of heat resistant boots charged with the claw of the ferocious Drake.,22951,True,8000.0,70.0,20000.0,12000.0,Boots of brimstone.png,Boots of brimstone
778,A dark power is woven into these boots.,20140,True,4000.0,70.0,10000.0,6000.0,Boots of darkness.png,Boots of darkness
779,A pair of heat resistant boots with rocky soles.,23037,True,80.0,125.0,200.0,120.0,Boots of stone.png,Boots of stone
780,Mmm botanical pie.,19662,True,12.0,10000.0,30.0,18.0,Botanical pie.png,Botanical pie
781,A very good vintage.,7919,True,200.0,10000.0,500.0,300.0,Bottle of wine.png,Bottle of wine
782,Several dragonfruit were squeezed into this vial and it has been powered by the fires of Mount Karuulm.,23002,True,200.0,50.0,500.0,300.0,Bottled dragonbreath.png,Bottled dragonbreath
783,Several dragonfruit were squeezed into this vial.,22999,True,200.0,50.0,500.0,300.0,Bottled dragonbreath (unpowered).png,Bottled dragonbreath (unpowered)
784,A violently shaking container containing the furious power of the sea.,31949,True,3200.0,,8000.0,4800.0,Bottled storm.png,Bottled storm
785,It's a bucket that can hold a lot of compost at once.,22994,True,18000.0,5.0,45000.0,27000.0,Bottomless compost bucket.png,Bottomless compost bucket
786,A crate full of supplies.,30576,True,4000.0,,10000.0,6000.0,Bounty supply crate (unobtainable item).png,Bounty supply crate
787,A crate full of supplies.,30619,True,,100.0,10000.0,,Bounty supply crate (anglerfish).png,Bounty supply crate (anglerfish)
788,A crate full of supplies.,30616,True,,100.0,10000.0,,Bounty supply crate (manta ray).png,Bounty supply crate (manta ray)
789,A magical elven bow.,25862,True,2000000.0,,5000000.0,3000000.0,Bow of faerdhinen (inactive).png,Bow of faerdhinen (inactive)
790,I need a bow stave to attach this to.,1777,True,4.0,13000.0,10.0,6.0,Bow string.png,Bow string
791,Useful for mixing things.,1923,False,1.0,13000.0,4.0,2.0,Bowl.png,Bowl
792,It's a bowl of hot water.,4456,True,4.0,13000.0,10.0,6.0,Bowl of hot water.png,Bowl of hot water
793,It's a bowl of water.,1921,False,1.0,13000.0,4.0,2.0,Bowl of water.png,Bowl of water
794,The bowl wig.,20110,True,1.0,4.0,1.0,1.0,Bowl wig.png,Bowl wig
795,"If a creature goes inside, the box should then slam shut.",10008,True,12.0,250.0,32.0,19.0,Box trap.png,Box trap
796,Used to make gold bracelets.,11065,True,2.0,40.0,5.0,3.0,Bracelet mould.png,Bracelet mould
797,Now I can become a potter.,11074,True,506.0,10000.0,1265.0,759.0,Bracelet of clay.png,Bracelet of clay
798,The bracelet is dull and powerless.,21817,True,28800.0,10000.0,72000.0,43200.0,Bracelet of ethereum.png,Bracelet of ethereum (uncharged)
799,Occasionally prevents slayer kill count being decremented.,21183,True,1000.0,15000.0,2500.0,1500.0,Bracelet of slaughter.png,Bracelet of slaughter
800,A strong spirit best served in a large glass.,2021,True,2.0,13000.0,5.0,3.0,Brandy.png,Brandy
801,Opens a door that leads into a dungeon.,983,False,1.0,15.0,1.0,1.0,Brass key.png,Brass key
802,I'd prefer a gold one.,1009,False,12.0,150.0,30.0,18.0,Brass necklace.png,Brass necklace
803,Nice crispy bread.,2309,False,4.0,6000.0,12.0,7.0,Bread.png,Bread
804,Some uncooked dough.,2307,False,1.0,13000.0,4.0,2.0,Bread dough.png,Bread dough
805,For your first day in the big city.,12335,True,266.0,4.0,666.0,399.0,Briefcase.png,Briefcase
806,A well balanced ring that aids in piercing magic defence.,22975,True,4000.0,8.0,10000.0,6000.0,Brimstone ring.png,Brimstone ring
807,A salty sword.,11037,True,10400.0,8.0,26000.0,15600.0,Brine sabre.png,Brine sabre
808,Arrowheads with broad tips.,11874,True,22.0,7000.0,55.0,33.0,Broad arrowheads 5.png,Broad arrowheads
809,Crossbow bolts with broad tips.,11875,True,22.0,7000.0,55.0,33.0,Broad bolts 5.png,Broad bolts
810,A broken antler from a custodian stalker.,31086,True,20.0,,52.0,31.0,Broken antler.png,Broken antler
811,An orange and bark coloured snail shell helmet.,3335,True,120.0,150.0,300.0,180.0,Broken bark snelm.png,Broken bark snelm
812,The item to make into a hasta.,22963,True,24960.0,70.0,62400.0,37440.0,Broken dragon hasta.png,Broken dragon hasta
813,A broken hook from an exquisite salvaging hook.,31961,True,3200.0,,8000.0,4800.0,Broken dragon hook.png,Broken dragon hook
814,An old rusty axe. It needs repairing before it can be used.,28813,True,64000.0,,160000.0,96000.0,Broken zombie axe.png,Broken zombie axe
815,An old rusty helmet. It needs repairing before it can be used.,30324,True,64000.0,70.0,160000.0,96000.0,Broken zombie helmet.png,Broken zombie helmet
816,A two handed sword.,1307,False,32.0,125.0,80.0,48.0,Bronze 2h sword.png,Bronze 2h sword
817,Arrows with bronze heads.,882,False,1.0,7000.0,1.0,1.0,Bronze arrow 5.png,Bronze arrow
818,Venomous-looking arrows.,883,True,1.0,7000.0,1.0,1.0,Bronze arrow(p) 5.png,Bronze arrow(p)
819,Venomous-looking arrows.,5616,True,1.0,7000.0,1.0,1.0,Bronze arrow(p+) 5.png,Bronze arrow(p+)
820,Venomous-looking arrows.,5622,True,1.0,7000.0,1.0,1.0,Bronze arrow(p++) 5.png,Bronze arrow(p++)
821,I can make some arrows with these.,39,True,1.0,10000.0,1.0,1.0,Bronze arrowtips.png,Bronze arrowtips
822,A woodcutter's axe.,1351,False,6.0,40.0,16.0,9.0,Bronze axe.png,Bronze axe
823,It's a bar of bronze.,2349,False,3.0,10000.0,8.0,4.0,Bronze bar.png,Bronze bar
824,A vicious looking axe.,1375,False,20.0,125.0,52.0,31.0,Bronze battleaxe.png,Bronze battleaxe
825,Bronze crossbow bolts.,877,False,1.0,7000.0,0.0,1.0,Bronze bolts 5.png,Bronze bolts
826,Some poisoned bronze bolts.,878,True,1.0,11000.0,0.0,1.0,Bronze bolts (p) 5.png,Bronze bolts (p)
827,Some poisoned bronze bolts.,6061,True,1.0,11000.0,0.0,1.0,Bronze bolts (p+) 5.png,Bronze bolts (p+)
828,Super poisoned bronze bolts.,6062,True,1.0,11000.0,0.0,1.0,Bronze bolts (p++) 5.png,Bronze bolts (p++)
829,Unfeathered bronze crossbow bolts.,9375,True,1.0,13000.0,1.0,1.0,Bronze bolts (unf) 5.png,Bronze bolts (unf)
830,These will protect my feet.,4119,True,9.0,125.0,24.0,14.0,Bronze boots.png,Bronze boots
831,Blunt bronze arrow... ouch.,4773,True,2.0,11000.0,5.0,3.0,Bronze brutal 5.png,Bronze brutal
832,Ammo suited for a boat's cannon.,31906,True,1.0,11000.0,2.0,1.0,Bronze cannonball.png,Bronze cannonball
833,A series of connected metal rings.,1103,False,24.0,125.0,60.0,36.0,Bronze chainbody.png,Bronze chainbody
834,A set of fighting claws.,3095,True,6.0,125.0,15.0,9.0,Bronze claws.png,Bronze claws
835,A bronze crossbow.,9174,True,29.0,125.0,73.0,43.0,Bronze crossbow.png,Bronze crossbow
836,An unstrung bronze crossbow.,9454,True,16.0,10000.0,40.0,24.0,Bronze crossbow (u).png,Bronze crossbow (u)
837,Short but pointy.,1205,False,4.0,125.0,10.0,6.0,Bronze dagger.png,Bronze dagger
838,This dagger is poisoned.,1221,True,4.0,125.0,10.0,6.0,Bronze dagger(p).png,Bronze dagger(p)
839,This dagger is poisoned.,5670,True,4.0,125.0,10.0,6.0,Bronze dagger(p+).png,Bronze dagger(p+)
840,This dagger is poisoned.,5688,True,4.0,125.0,10.0,6.0,Bronze dagger(p++).png,Bronze dagger(p++)
841,A deadly throwing dart with a bronze tip.,806,True,1.0,7000.0,1.0,1.0,Bronze dart.png,Bronze dart
842,A deadly looking dart tip made of bronze - needs feathers for flight.,819,True,1.0,13000.0,1.0,1.0,Bronze dart tip.png,Bronze dart tip
843,A deadly poisoned dart with a bronze tip.,812,True,1.0,7000.0,1.0,1.0,Bronze dart(p).png,Bronze dart(p)
844,A deadly poisoned dart with a bronze tip.,5628,True,1.0,7000.0,1.0,1.0,Bronze dart(p+).png,Bronze dart(p+)
845,A deadly poisoned dart with a bronze tip.,5635,True,1.0,7000.0,1.0,1.0,Bronze dart(p++).png,Bronze dart(p++)
846,Do I look scary?,12363,True,4000.0,4.0,10000.0,6000.0,Bronze dragon mask.png,Bronze dragon mask
847,A woodcutter's axe.,28196,True,6.0,,16.0,9.0,Bronze felling axe.png,Bronze felling axe
848,A full face helmet.,1155,False,17.0,125.0,44.0,26.0,Bronze full helm.png,Bronze full helm
849,Bronze full helm with gold trim.,12211,False,19.0,4.0,48.0,28.0,Bronze full helm (g).png,Bronze full helm (g)
850,Bronze full helm with trim.,12221,False,19.0,4.0,48.0,28.0,Bronze full helm (t).png,Bronze full helm (t)
851,"A set containing a full helm, platebody, legs and kiteshield.",12968,False,80.0,8.0,200.0,120.0,Bronze gold-trimmed set (lg).png,Bronze gold-trimmed set (lg)
852,"A set containing a full helm, platebody, skirt and kiteshield.",12970,False,80.0,8.0,200.0,120.0,Bronze gold-trimmed set (sk).png,Bronze gold-trimmed set (sk)
853,A bronze halberd.,3190,True,32.0,125.0,80.0,48.0,Bronze halberd.png,Bronze halberd
854,"A bronze-tipped, one-handed hasta.",11367,True,10.0,125.0,26.0,15.0,Bronze hasta.png,Bronze hasta
855,"A poison tipped, one-handed bronze hasta.",11379,True,10.0,125.0,26.0,15.0,Bronze hasta(p).png,Bronze hasta(p)
856,"A poison tipped, one-handed bronze hasta.",11382,True,10.0,125.0,26.0,15.0,Bronze hasta(p+).png,Bronze hasta(p+)
857,"A poison-tipped, one-handed bronze hasta.",11384,True,10.0,125.0,26.0,15.0,Bronze hasta(p++).png,Bronze hasta(p++)
858,A bronze tipped javelin.,825,True,1.0,7000.0,4.0,2.0,Bronze javelin.png,Bronze javelin
859,Needs a shaft.,19570,True,10.0,10000.0,25.0,15.0,Bronze javelin tips 5.png,Bronze javelin tips
860,A bronze tipped javelin.,831,True,1.0,7000.0,4.0,2.0,Bronze javelin(p).png,Bronze javelin(p)
861,A bronze tipped javelin.,5642,True,1.0,7000.0,4.0,2.0,Bronze javelin(p+).png,Bronze javelin(p+)
862,A bronze tipped javelin.,5648,True,1.0,7000.0,4.0,2.0,Bronze javelin(p++).png,Bronze javelin(p++)
863,Parts for creating a bronze keel for a boat.,31999,True,14.0,100.0,35.0,21.0,Bronze keel parts.png,Bronze keel parts
864,A large metal shield.,1189,False,27.0,125.0,68.0,40.0,Bronze kiteshield.png,Bronze kiteshield
865,Bronze kiteshield with gold trim.,12213,False,25.0,4.0,64.0,38.0,Bronze kiteshield (g).png,Bronze kiteshield (g)
866,Bronze kiteshield with trim.,12223,False,25.0,4.0,64.0,38.0,Bronze kiteshield (t).png,Bronze kiteshield (t)
867,A finely balanced throwing knife.,864,True,1.0,7000.0,1.0,1.0,Bronze knife.png,Bronze knife
868,A finely balanced throwing knife.,870,True,1.0,7000.0,1.0,1.0,Bronze knife(p).png,Bronze knife(p)
869,A finely balanced throwing knife.,5654,True,1.0,7000.0,1.0,1.0,Bronze knife(p+).png,Bronze knife(p+)
870,A finely balanced throwing knife.,5661,True,1.0,7000.0,1.0,1.0,Bronze knife(p++).png,Bronze knife(p++)
871,A pair of bronze crossbow limbs.,9420,True,8.0,10000.0,20.0,12.0,Bronze limbs.png,Bronze limbs
872,Perhaps someone can do something with this.,25442,True,320.0,8.0,800.0,480.0,Bronze locks.png,Bronze locks
873,A razor sharp longsword.,1291,False,16.0,125.0,40.0,24.0,Bronze longsword.png,Bronze longsword
874,A spiky mace.,1422,False,7.0,125.0,18.0,10.0,Bronze mace.png,Bronze mace
875,A medium sized helmet.,1139,False,9.0,125.0,24.0,14.0,Bronze med helm.png,Bronze med helm
876,Keeps things in place fairly permanently.,4819,True,1.0,13000.0,2.0,1.0,Bronze nails.png,Bronze nails
877,Used for mining.,1265,False,1.0,40.0,1.0,1.0,Bronze pickaxe.png,Bronze pickaxe
878,Provides excellent protection.,1117,False,64.0,125.0,160.0,96.0,Bronze platebody.png,Bronze platebody
