,item_id,timestamp,avg_high_price,avg_low_price,high_volume,low_volume
718,1017,1771431300,650,489,1,1
719,1035,1771431300,1692,1615,2,2
720,1061,1771431300,75,67,260,5
721,1065,1771431300,1506,1419,10,3
722,1067,1771431300,66,28,31,1
723,1069,1771431300,490,443,2,2
724,1071,1771431300,1448,1354,6,28
725,1073,1771431300,3699,3771,1,29
726,1079,1771431300,37960,37707,102,314
727,1085,1771431300,1236,1200,4,15
728,1093,1771431300,38215,38176,2,32
729,1099,1771431300,2243,2240,16,1
730,1103,1771431300,1,38,21,17
731,1111,1771431300,2900,2853,2,23
732,1113,1771431300,29723,29624,143,52
733,1115,1771431300,228,146,10,760
734,1119,1771431300,1050,1000,68,12
735,1123,1771431300,9703,9851,209,62
736,1127,1771431300,38412,38225,207,363
737,1135,1771431300,4469,4450,408,4
738,1141,1771431300,100,80,1,1
739,1147,1771431300,11290,11180,62,54
740,1149,1771431300,58853,58714,8,80
741,1161,1771431300,1968,1887,4,21
742,1163,1771431300,20835,20851,15,373
743,1169,1771431300,50,32,2,1
744,1183,1771431300,2081,2067,2,1
745,1195,1771431300,3000,1967,2,3
746,1201,1771431300,32320,32126,153,399
747,1205,1771431300,8,5,83,1
748,1247,1771431300,12117,12111,1,13
749,1249,1771431300,37168,36666,2,12
750,1265,1771431300,85,81,1,2
751,1269,1771431300,1088,1045,3,1
752,1271,1771431300,1746,1600,5,1
753,1273,1771431300,537,494,12,2
754,1275,1771431300,19290,19085,4,120
755,1303,1771431300,18803,18757,2,159
756,1305,1771431300,59198,59206,64,136
757,1315,1771431300,1563,1426,1,2
758,1319,1771431300,38151,37881,16,126
759,1331,1771431300,1500,1500,3,7
760,1333,1771431300,15137,15028,140,253
761,1353,1771431300,1800,787,36,3
762,1355,1771431300,248,241,4,1
763,1357,1771431300,2200,1888,15,6
764,1359,1771431300,7736,7367,31,16
765,1361,1771431300,1955,1471,1,7
766,1373,1771431300,24753,24725,10,61
767,1377,1771431300,119436,119000,2,22
768,1379,1771431300,500,100,2,4
769,1381,1771431300,1906,1868,1,2
770,1383,1771431300,1611,1570,1,1
771,1385,1771431300,936,747,1,8
772,1391,1771431300,8038,8069,1692,3847
773,1393,1771431300,8855,8836,1,60
774,1395,1771431300,8750,8726,3365,129
775,1397,1771431300,8850,8780,160,456
776,1399,1771431300,8784,8714,2,15
777,1401,1771431300,25874,24902,2,22
778,1405,1771431300,25222,25135,2,52
779,1407,1771431300,24780,24780,3,77
780,1432,1771431300,8367,8200,436,55
781,1440,1771431300,704,651,1,2
782,1444,1771431300,207,205,1,1
783,1462,1771431300,190,188,3,1
784,1474,1771431300,2533,2516,5,1
785,1511,1771431300,24,22,1240,1
786,1513,1771431300,994,975,12635,4853
787,1515,1771431300,132,129,4320,11199
788,1519,1771431300,23,23,11376,1
789,1521,1771431300,26,25,143,230
790,1539,1771431300,23,24,3585,420
791,1540,1771431300,87,61,1,6
792,1550,1771431300,20,20,2,2
793,1595,1771431300,346,276,1,1
794,1601,1771431300,1773,1753,13074,1714
795,1603,1771431300,923,905,371,449
796,1605,1771431300,525,520,2349,1111
797,1607,1771431300,306,304,538,1237
798,1611,1771431300,301,288,2010,3
799,1615,1771431300,11271,11057,465,1319
800,1617,1771431300,2849,2813,1621,6976
801,1619,1771431300,1222,1220,797,16509
802,1621,1771431300,608,590,4673,625
803,1623,1771431300,320,315,207,646
804,1631,1771431300,16336,16022,2,453
805,1635,1771431300,142,138,44,123
806,1637,1771431300,513,510,2,410
807,1639,1771431300,660,658,1,79
808,1643,1771431300,1988,1980,119,1001
809,1645,1771431300,11739,11739,200,208
810,1658,1771431300,755,754,1,159
811,1660,1771431300,1205,1205,50,12088
812,1662,1771431300,2091,2089,365,1
813,1696,1771431300,722,707,1,10
814,1704,1771431300,12229,12211,1,80
815,1712,1771431300,12965,12348,28,1
816,1718,1771431300,520,503,6,1
817,1727,1771431300,525,525,1,3
818,1734,1771431300,8,8,17,3106
819,1741,1771431300,233,226,503,310
820,1745,1771431300,1949,1916,1400,1476
821,1747,1771431300,3689,3680,280,1119
822,1749,1771431300,2447,2427,1,2010
823,1753,1771431300,1650,1640,26,1475
824,1759,1771431300,60,60,37,1000
825,1761,1771431300,156,150,25,552
826,1763,1771431300,528,502,11,1
827,1775,1771431300,90,83,13319,66461
828,1777,1771431300,87,87,15005,209
829,1779,1771431300,2,2,410,20400
830,1783,1771431300,13,11,12918,84
831,1791,1771431300,188,187,3,14
832,1917,1771431300,100,97,106,203
833,1925,1771431300,8,7,8,1
834,1927,1771431300,55,53,8,34
835,1931,1771431300,31,27,65,10
836,1937,1771431300,16,15,253,664
837,1939,1771431300,4,3,1000,8420
838,1957,1771431300,14,13,2,1985
839,1963,1771431300,47,46,27,27
840,1971,1771431300,50,49,1,3
841,1975,1771431300,55,55,92,1
842,1987,1771431300,97,95,4,35911
843,1993,1771431300,4,5,682,6000
844,2007,1771431300,93,65,4,537
845,2114,1771431300,190,190,3788,401
846,2132,1771431300,33,32,256,1
847,2138,1771431300,23,22,21,17
848,2140,1771431300,97,91,59,114
849,2142,1771431300,100,86,59,2
850,2162,1771431300,650,647,1,2
851,2309,1771431300,180,179,16,2
852,2313,1771431300,99,88,1,17
853,2349,1771431300,73,70,522,4079
854,2351,1771431300,184,181,968,14
855,2353,1771431300,639,627,18383,15290
856,2355,1771431300,106,106,1166,1141
857,2357,1771431300,103,101,16854,6855
858,2359,1771431300,1000,979,1621,3186
859,2361,1771431300,2142,2118,1186,1427
860,2363,1771431300,12400,12400,1705,11820
861,2432,1771431300,685,685,1,10
862,2434,1771431300,8450,8339,4771,1302
863,2436,1771431300,3199,3165,4022,1009
864,2440,1771431300,3929,3925,479,1004
865,2442,1771431300,3710,3707,230,1000
866,2444,1771431300,2570,2540,597,157
867,2446,1771431300,236,211,120,1
868,2452,1771431300,1567,1500,64,14
869,2481,1771431300,2044,2030,103,179
870,2487,1771431300,1742,1400,2,2
871,2495,1771431300,2998,2800,1,2
872,2497,1771431300,3489,3101,21,1
873,2499,1771431300,5118,5041,151,1330
874,2501,1771431300,6070,6014,140,3
875,2503,1771431300,7240,7236,828,52
876,2505,1771431300,2210,2210,1054,1360
877,2550,1771431300,849,817,359,310
878,2552,1771431300,735,735,469,127
879,2572,1771431300,12300,12300,141,90
880,2866,1771431300,260,260,350,100
881,2876,1771431300,1573,1500,473,2
882,2970,1771431300,375,351,838,924
883,3004,1771431300,8800,8790,1,180
884,3016,1771431300,3200,3115,100,2
885,3024,1771431300,10730,10533,6239,179
886,3051,1771431300,8107,8069,39,282
887,3053,1771431300,9359,9369,9,37
888,3101,1771431300,6599,6561,2,25
889,3105,1771431300,602,694,2,1
890,3138,1771431300,54,54,12,64
891,3140,1771431300,340000,324766,2,1
892,3142,1771431300,385,380,7785,1664
893,3144,1771431300,524,502,8308,1497
894,3202,1771431300,39420,37760,1,11
895,3420,1771431300,270,264,31,17
896,3430,1771431300,3150,3142,2,182
897,3751,1771431300,39276,38011,2,1
898,4087,1771431300,161000,160400,1,78
899,4089,1771431300,14066,13714,7,10
900,4091,1771431300,71141,71117,2,41
901,4093,1771431300,47294,47206,10,33
902,4097,1771431300,6050,5582,22,8
903,4131,1771431300,7285,6887,9,5
904,4151,1771431300,1288191,1282884,1,23
905,4153,1771431300,200129,200000,20,12
906,4315,1771431300,1032,208,2,1
907,4542,1771431300,15,12,1,5977
908,4585,1771431300,161146,160679,5,79
909,4587,1771431300,59676,59250,6,8
910,4675,1771431300,61082,60702,3,11
911,4696,1771431300,9,8,34347,9600
912,4697,1771431300,88,87,1125,1787
913,4698,1771431300,98,96,1,1884
914,4708,1771431300,380773,362259,2,2
915,4712,1771431300,2219052,2189641,2,2
916,4714,1771431300,1733026,1723219,2,3
917,4720,1771431300,956000,950068,1,2
918,4822,1771431300,83,81,3532,12061
919,4823,1771431300,137,135,2214,796
920,4824,1771431300,832,832,648,400
921,5075,1771431300,5001,5003,1857,121
922,5105,1771431300,3,3,19,23
923,5106,1771431300,11,15,13,245
924,5280,1771431300,29,22,205,15
925,5288,1771431300,1438,1515,15,125
926,5295,1771431300,24508,24370,264,261
927,5297,1771431300,122,120,2,43
928,5299,1771431300,1417,1450,59,86
929,5300,1771431300,51654,50305,91,167
930,5301,1771431300,3992,3825,9,36
931,5302,1771431300,177,167,9,30
932,5304,1771431300,13945,13370,32,64
933,5305,1771431300,8,7,1100,1043
934,5306,1771431300,6,4,3,5960
935,5308,1771431300,9,8,1008,18
936,5312,1771431300,86,81,81,25
937,5315,1771431300,31221,31167,113,331
938,5321,1771431300,44,50,12,136
939,5323,1771431300,20,18,17,22
940,5350,1771431300,6,6,18,3
941,5371,1771431300,552,545,160,84
942,5373,1771431300,33699,33373,303,15
943,5500,1771431300,433,390,100,8
944,5501,1771431300,4995,3180,146,5
945,5521,1771431300,790,703,11,50
946,5525,1771431300,73,73,547,1653
947,5698,1771431300,18917,18459,4,2
948,5935,1771431300,315,227,1000,13
949,5952,1771431300,4829,4762,70,122
950,5972,1771431300,1686,1629,1,206
951,5974,1771431300,1874,1830,840,1163
952,5982,1771431300,19,18,76,200
953,6016,1771431300,2206,2203,327,318
954,6018,1771431300,333,349,48,68
955,6022,1771431300,106,141,24,208
956,6024,1771431300,132,132,17,40
957,6034,1771431300,38,20,1290,1084
958,6055,1771431300,256,255,13,152
959,6324,1771431300,593,15,2,10
960,6328,1771431300,538,425,2,14
961,6332,1771431300,232,230,3917,8863
962,6333,1771431300,121,116,996,8
963,6562,1771431300,80000,61768,1,2
964,6568,1771431300,585630,564979,1,1
965,6585,1771431300,2337285,2280627,8,5
966,6685,1771431300,8250,8147,6306,61
967,6693,1771431300,5155,5085,636,51
968,6731,1771431300,1064072,1020733,4,5
969,6733,1771431300,3090013,2996969,3,4
970,6737,1771431300,3091930,3030778,5,11
971,6739,1771431300,90879,88068,6,2
972,7218,1771431300,833,816,132,26
973,7330,1771431300,60,55,59,10
974,7418,1771431300,5800,5748,50,18
975,7944,1771431300,236,232,300,2266
976,7946,1771431300,290,282,10237,331
977,8008,1771431300,720,646,837,3032
978,8011,1771431300,833,823,1153,2
979,8012,1771431300,538,519,34,11
980,8013,1771431300,696,694,4290,18
981,8780,1771431300,880,866,16947,1377
982,8782,1771431300,2068,2041,25970,5005
983,8790,1771431300,469,432,416,55
984,9075,1771431300,74,71,26937,435635
985,9143,1771431300,199,195,1009,1630
986,9144,1771431300,144,140,7750,1163
987,9185,1771431300,9606,9150,5,7
988,9191,1771431300,113,112,3000,300
989,9242,1771431300,163,159,700,421
990,9243,1771431300,184,183,5998,5354
991,9244,1771431300,440,430,100,468
992,9340,1771431300,379,367,2000,768
993,9381,1771431300,181,181,682,1222
994,9470,1771431300,1034000,994000,1,1
995,9739,1771431300,308,296,101,10
996,10012,1771431300,5,4,4,64
997,10127,1771431300,149,140,2,39
998,10284,1771431300,1583,1546,3,1
999,10380,1771431300,174786,169165,1,2
1000,10476,1771431300,6449,6400,100,632
1001,10828,1771431300,50650,49303,1,4
1002,10925,1771431300,18984,18316,178,59
1003,10927,1771431300,13370,13360,1,4
1004,11092,1771431300,2059,2027,1,20
1005,11126,1771431300,12099,12002,2,64
1006,11133,1771431300,2302933,2266764,3,3
1007,11212,1771431300,2470,2427,4800,10165
1008,11230,1771431300,1359,1325,1581,619
1009,11237,1771431300,2490,2483,263,481
1010,11242,1771431300,2051,2040,500,2
1011,11246,1771431300,2080,2001,50,5
1012,11248,1771431300,3330,3257,420,80
1013,11254,1771431300,37196,37023,10,47
1014,11260,1771431300,613,610,322,28
1015,11334,1771431300,8,8,1986,2000
1016,11802,1771431300,8760073,8734025,2,3
1017,11804,1771431300,20586648,20091371,3,2
1018,11826,1771431300,8800000,8590611,1,2
1019,11832,1771431300,27634702,27318227,2,5
1020,11834,1771431300,18438197,18050146,2,3
1021,11838,1771431300,262098,243847,1,4
1022,11840,1771431300,326897,323524,9,7
1023,11889,1771431300,1719118,1682718,2,2
1024,11934,1771431300,1173,1210,389,50
1025,11936,1771431300,1478,1459,286,488
1026,11978,1771431300,11190,11080,122,22
1027,12002,1771431300,681335,668199,7,5
1028,12004,1771431300,358358,345956,2,4
1029,12402,1771431300,32125,31000,7,26
1030,12403,1771431300,9200,8279,4,1
1031,12404,1771431300,1140,1091,3,2
1032,12405,1771431300,2216,2002,56,16
1033,12406,1771431300,16892,16496,29,1
1034,12407,1771431300,1249,1173,12,19
1035,12408,1771431300,3997,3712,11,20
1036,12409,1771431300,6373,5702,1,7
1037,12410,1771431300,2130,2014,65,8
1038,12526,1771431300,288089,200000,1,1
1039,12601,1771431300,831553,810443,1,1
1040,12617,1771431300,7200,4000,1,2
1041,12625,1771431300,5331,5197,1142,95
1042,12627,1771431300,4099,4018,4,1
1043,12642,1771431300,6300,6189,11,9
1044,12695,1771431300,15354,15085,151,117
1045,12701,1771431300,3972,3951,100,1
1046,12775,1771431300,2823,2611,249,20
1047,12782,1771431300,969,729,1,2
1048,12829,1771431300,58866,56159,2,2
1049,12863,1771431300,779500,763314,3,2
1050,12924,1771431300,10780204,10561339,3,1
1051,12929,1771431300,3700000,3686039,2,2
1052,12934,1771431300,183,181,95114,7739
1053,12938,1771431300,13813,13459,36,44
1054,12988,1771431300,65673,16236,2,1
1055,13024,1771431300,134750,130000,1,1
1056,13190,1771431300,13583344,13555395,57,14
1057,13235,1771431300,5562128,5423271,2,1
1058,13239,1771431300,22475792,22210436,2,2
1059,13263,1771431300,18446285,18010000,1,1
1060,13421,1771431300,9,9,2157,521
1061,13439,1771431300,1845,1840,15000,480
1062,13441,1771431300,1999,1995,1620,1
1063,13463,1771431300,710,559,1,1
1064,13502,1771431300,1822,1822,5,4
1065,13576,1771431300,14311878,14198062,5,2
1066,13652,1771431300,46864784,45629419,2,4
1067,19481,1771431300,1108000,1100000,1,10
1068,19484,1771431300,800,789,51,2315
1069,19547,1771431300,21834483,21356330,5,2
1070,19553,1771431300,21747136,21602755,6,1
1071,19580,1771431300,475,461,15025,18410
1072,19582,1771431300,836,852,172,10470
1073,19629,1771431300,2895,2816,31,1
1074,19669,1771431300,962,954,3300,1735
1075,19924,1771431300,289819,272000,2,1
1076,19930,1771431300,467646,454524,1,2
1077,19933,1771431300,281077,275803,2,1
1078,20101,1771431300,3000000,2894880,2,2
1079,20226,1771431300,4465,3400,3,1
1080,20238,1771431300,438,256,25,7
1081,20716,1771431300,1025040,993900,4,2
1082,20718,1771431300,4340,4331,21,1008
1083,21000,1771431300,17222416,16841880,2,1
1084,21006,1771431300,88400000,88000000,2,1
1085,21028,1771431300,2769310,2763997,2,3
1086,21034,1771431300,21000000,20527478,2,1
1087,21140,1771431300,4349,4301,4,1
1088,21166,1771431300,4106,4043,137,82
1089,21177,1771431300,943,940,67,37
1090,21298,1771431300,580000,576730,2,2
1091,21304,1771431300,724000,697750,1,3
1092,21316,1771431300,240,235,10000,1538
1093,21326,1771431300,183,181,13350,896
1094,21347,1771431300,3397,3353,347,459
1095,21350,1771431300,215,214,40000,3435
1096,21488,1771431300,325,280,24,14
1097,21555,1771431300,37,32,6477,2299
1098,21802,1771431300,808,807,102,1003
1099,21817,1771431300,42946,42733,3,1467
1100,21820,1771431300,177,172,103270,142546
1101,21880,1771431300,298,293,4762,47847
1102,21902,1771431300,784678,768060,9,7
1103,21940,1771431300,3064,2900,100,1
1104,21944,1771431300,3294,3271,7900,2887
1105,21946,1771431300,3142,3051,5800,8002
1106,22124,1771431300,26000,25903,1,1032
1107,22209,1771431300,24056,23261,141,21
1108,22324,1771431300,31549997,30824396,1,6
1109,22446,1771431300,11808,11745,2000,200
1110,22461,1771431300,21962,21810,13,65
1111,22486,1771431300,1552493994,1548789612,4,1
1112,22557,1771431300,725942,698077,1,2
1113,22595,1771431300,130,125,500,152
1114,22856,1771431300,22750,22126,42,1
1115,22866,1771431300,174528,168251,24,4
1116,22869,1771431300,20100,20100,5,2
1117,22879,1771431300,6083,5882,82,50
1118,22975,1771431300,3467858,3377386,1,1
1119,23064,1771431300,125000,100000,1,2
1120,23389,1771431300,512881,491711,3,3
1121,23499,1771431300,35950,35950,2,102
1122,23528,1771431300,296954,290072,1,1
1123,23685,1771431300,20204,19871,560,61
1124,23742,1771431300,1689,1577,50,4
1125,23956,1771431300,7886948,7886948,6,2
1126,23959,1771431300,2138419,2138419,2,2
1127,24187,1771431300,634802,617790,22,8
1128,24251,1771431300,17671,17347,17,14
1129,24291,1771431300,517481,462476,1,2
1130,24585,1771431300,59391,56589,12,8
1131,24587,1771431300,6398959,6197470,2,4
1132,24589,1771431300,180,173,2097,314
1133,24592,1771431300,115,107,300,258
1134,24595,1771431300,80,78,300,375
1135,24598,1771431300,2097,2039,2762,111
1136,24607,1771431300,285,278,8826,3988
1137,24613,1771431300,64,63,200,629
1138,24615,1771431300,74,65,200,945
1139,24621,1771431300,91,87,679,331
1140,24635,1771431300,25867,25000,42,8
1141,25407,1771431300,38999,35010,1,1
1142,25410,1771431300,43000,40222,1,5
1143,25849,1771431300,240,239,29000,3746
1144,25975,1771431300,5180000,5098856,5,4
1145,25985,1771431300,4094518,3988600,4,4
1146,26382,1771431300,248868678,244112000,1,1
1147,26384,1771431300,213789789,208606002,1,1
1148,26945,1771431300,3219422,3163259,1,6
1149,27235,1771431300,24410944,24011627,4,2
1150,27616,1771431300,19,19,78431,45551
1151,27629,1771431300,6110,6058,75,1
1152,27652,1771431300,15318480,15086777,1,3
1153,27657,1771431300,6561300,6385640,4,5
1154,27690,1771431300,40000000,39097718,3,9
1155,28217,1771431300,2416644,2322496,2,2
1156,28334,1771431300,419712,418351,3,58
1157,28810,1771431300,961083,936289,7,4
1158,28872,1771431300,174,158,300,8
1159,28878,1771431300,297,295,200,849
1160,28924,1771431300,242,236,29525,184
1161,28988,1771431300,384271,380663,1,2
1162,28991,1771431300,185,176,14000,938
1163,28997,1771431300,6779730,6739327,5,4
1164,29000,1771431300,2211765,2155685,3,3
1165,29013,1771431300,1866535,1808026,2,1
1166,29025,1771431300,10510629,10367676,2,2
1167,29107,1771431300,875,800,41,3
1168,29143,1771431300,2120,2018,444,176
1169,29280,1771431300,16270,16053,1,2
1170,29283,1771431300,33609,33002,1,4
1171,29286,1771431300,15250,14050,2,1
1172,29307,1771431300,7000,6301,30,20
1173,29782,1771431300,24974,23922,12,1
1174,29784,1771431300,2100,2090,200,1165
1175,29806,1771431300,3157376,3136817,7,2
1176,29889,1771431300,83854,82978,1,1
1177,30073,1771431300,1321951,1283593,1,2
1178,30125,1771431300,58465,58018,193,77
1179,30137,1771431300,49360,49100,11,7
1180,30900,1771431300,234,201,5,3128
1181,31081,1771431300,562593,553499,2,4
1182,31099,1771431300,118146,116142,13,9
1183,31111,1771431300,409,401,3330,598
1184,31248,1771431300,595016,577003,2,1
1185,31406,1771431300,58193,57757,332,77
1186,31435,1771431300,4348,4326,30,7
1187,31472,1771431300,525,467,100,50
1188,31484,1771431300,3739,3655,10,87
1189,31511,1771431300,500,500,1,7
1190,31515,1771431300,6142,5108,4,19
1191,31906,1771431300,7,7,1713,1
1192,31910,1771431300,161,160,12472,6
1193,31912,1771431300,566,544,800,715
1194,31916,1771431300,2300,2291,1,147
1195,31959,1771431300,384806,376674,2,2
1196,31973,1771431300,1222,1166,20,1056
1197,31979,1771431300,2143,2120,200,2
1198,32352,1771431300,6520,6362,642,34
1199,32910,1771431300,933,880,11,1
1200,2,1771431600,274,269,108573,21423
1201,6,1771431600,192500,186675,1,1
1202,36,1771431600,374,371,6,2
1203,41,1771431600,12,12,382,3
1204,42,1771431600,37,36,2427,52
1205,43,1771431600,109,106,1,909
1206,45,1771431600,18,14,90,989
1207,66,1771431600,250,250,145,129
1208,72,1771431600,750,750,1,1
1209,95,1771431600,224,215,1,2
1210,99,1771431600,6200,6101,2420,637
1211,103,1771431600,2927,2736,346,56
1212,109,1771431600,2471,2476,859,999
1213,139,1771431600,6204,6181,2003,2005
1214,169,1771431600,1827,1768,201,1
1215,173,1771431600,697,697,1,62
1216,203,1771431600,150,149,2,457
1217,205,1771431600,485,469,1451,314
1218,207,1771431600,5521,5504,1066,1179
1219,209,1771431600,2264,2234,33,441
1220,211,1771431600,2349,2340,1993,954
1221,213,1771431600,2850,2777,200,789
1222,215,1771431600,3133,3127,688,347
1223,219,1771431600,3717,3708,10,124
1224,223,1771431600,192,191,1002,358
1225,225,1771431600,280,277,972,368
1226,229,1771431600,3,2,69,142
1227,231,1771431600,547,540,8218,25
1228,237,1771431600,241,224,2,16
1229,245,1771431600,959,951,60,455
1230,249,1771431600,280,275,1,4
1231,251,1771431600,216,196,2,40
1232,253,1771431600,190,190,246,92
1233,255,1771431600,515,516,4960,2540
1234,257,1771431600,5624,5624,351,165
1235,259,1771431600,2200,2163,2,151
1236,261,1771431600,2442,2419,118,119
1237,267,1771431600,2073,2153,32,3480
1238,299,1771431600,1029,1024,20,2240
1239,307,1771431600,17,17,2,1
1240,314,1771431600,3,2,99370,1521
1241,329,1771431600,63,61,112,120
1242,331,1771431600,48,46,249,593
1243,333,1771431600,36,35,310,78
1244,335,1771431600,68,67,112,26
1245,351,1771431600,185,179,182,151
1246,359,1771431600,75,73,51,696
1247,361,1771431600,92,90,403,13
1248,365,1771431600,104,102,2,88
1249,371,1771431600,195,195,711,756
1250,373,1771431600,205,196,289,69
1251,377,1771431600,156,154,182,756
1252,379,1771431600,150,148,994,1925
1253,383,1771431600,582,580,442,17180
1254,385,1771431600,850,850,6282,1578
1255,391,1771431600,1689,1685,172,881
1256,395,1771431600,803,740,1,1849
1257,401,1771431600,5,5,752,125
1258,405,1771431600,1377,932,2,1
1259,411,1771431600,29,28,1,4
1260,434,1771431600,88,88,6009,5979
1261,436,1771431600,13,12,8,3
1262,440,1771431600,82,83,5712,3098
1263,444,1771431600,127,126,2059,33503
1264,447,1771431600,127,126,1002,1229
1265,451,1771431600,10201,10194,101,2509
1266,453,1771431600,174,170,31672,31785
1267,526,1771431600,34,30,376,92
1268,532,1771431600,314,314,62,738
1269,536,1771431600,2174,2156,3142,1513
1270,542,1771431600,199,191,1,10
1271,544,1771431600,526,510,2,9
1272,555,1771431600,5,4,37910,414
1273,556,1771431600,6,5,49175,18354
1274,557,1771431600,5,4,90810,142
1275,558,1771431600,4,4,3703,15696
1276,560,1771431600,170,164,101636,47511
1277,561,1771431600,99,98,41251,302
1278,562,1771431600,83,80,123812,72681
1279,563,1771431600,121,118,23403,9228
1280,564,1771431600,97,96,21140,283
1281,565,1771431600,242,238,109233,40324
1282,566,1771431600,389,387,49539,47198
1283,567,1771431600,55,54,6032,8074
1284,569,1771431600,1166,1160,2,73
1285,571,1771431600,820,803,15,655
1286,573,1771431600,1200,1191,6372,91
1287,575,1771431600,853,853,137,1112
1288,805,1771431600,199,190,1,3
1289,808,1771431600,4,3,12281,1000
1290,809,1771431600,12,11,2165,15055
1291,810,1771431600,44,39,44650,1809
1292,822,1771431600,115,110,5194,60350
1293,823,1771431600,211,206,20004,11335
1294,830,1771431600,148,141,447,10
1295,845,1771431600,63,53,2,191
1296,847,1771431600,191,171,11,3
1297,853,1771431600,196,189,1,1
1298,855,1771431600,496,492,1412,3
1299,857,1771431600,407,400,2,3
1300,859,1771431600,1212,1200,1,5
1301,861,1771431600,840,832,1,4
1302,882,1771431600,4,4,1020,119
1303,884,1771431600,9,8,508,1921
1304,886,1771431600,14,12,1827,502
1305,888,1771431600,15,14,8735,29
1306,890,1771431600,56,54,8302,2616
1307,892,1771431600,83,82,7302,6815
1308,960,1771431600,144,143,647,90
1309,970,1771431600,115,115,26,2
1310,985,1771431600,11990,11808,14,36
1311,987,1771431600,12100,11404,6,28
1312,989,1771431600,25989,24387,1,62
1313,991,1771431600,12047,30533,591,914
1314,1007,1771431600,94,91,2,8
1315,1013,1771431600,523,99,3,10
1316,1035,1771431600,975,1615,1,4
1317,1061,1771431600,75,66,18,9
1318,1065,1771431600,1506,1419,1,103
1319,1069,1771431600,526,443,2,2
1320,1073,1771431600,3699,3988,5,40
1321,1077,1771431600,1248,1203,3,1
1322,1079,1771431600,37863,37726,219,54
1323,1085,1771431600,1355,1200,46,2
1324,1093,1771431600,38215,38177,29,9
1325,1099,1771431600,2243,2241,2,4
1326,1105,1771431600,500,237,2,1
1327,1111,1771431600,2900,2853,2,32
1328,1113,1771431600,29804,29698,33,44
1329,1115,1771431600,161,136,3,1
1330,1119,1771431600,1050,1023,3,4
1331,1121,1771431600,2854,2854,3,5
1332,1123,1771431600,9888,9864,4,41
1333,1127,1771431600,38575,38215,212,117
1334,1129,1771431600,23,11,13,3
1335,1131,1771431600,20,15,2,2
1336,1135,1771431600,4469,4450,498,79
1337,1141,1771431600,100,80,1,3
1338,1149,1771431600,58850,58825,16,43
1339,1161,1771431600,3655,2109,5,12
1340,1163,1771431600,20835,20854,1,262
1341,1165,1771431600,552,546,5,2
1342,1169,1771431600,50,29,3,62
1343,1183,1771431600,2081,2067,3,6
1344,1185,1771431600,22833,22798,3,57
1345,1195,1771431600,3000,1775,1,2
1346,1201,1771431600,32327,32273,39,371
1347,1203,1771431600,29,19,3,5
1348,1205,1771431600,5,5,1,2
1349,1207,1771431600,395,102,1,34
1350,1211,1771431600,290,273,10,2
1351,1213,1771431600,4580,4519,3,45
1352,1243,1771431600,261,259,1,3
1353,1265,1771431600,81,81,168,1
1354,1267,1771431600,203,139,8,1
1355,1269,1771431600,1078,937,3,1
1356,1273,1771431600,504,450,19,3
1357,1275,1771431600,19290,19088,6,90
1358,1279,1771431600,39,44,3,251
1359,1281,1771431600,59,70,2,1
1360,1289,1771431600,12260,12260,11,9
1361,1303,1771431600,18947,18864,76,104
1362,1315,1771431600,1518,1439,126,7
1363,1317,1771431600,3695,3648,3,6
1364,1319,1771431600,38128,37800,4,64
1365,1327,1771431600,3500,3337,2,2
1366,1333,1771431600,15198,15136,16,149
1367,1347,1771431600,24592,23919,81,192
1368,1351,1771431600,286,102,1,8
1369,1353,1771431600,1800,430,49,10
1370,1357,1771431600,2200,1920,13,9
1371,1359,1771431600,7795,7300,34,59
1372,1361,1771431600,1955,1446,2,1
1373,1371,1771431600,2798,2491,53,15
1374,1373,1771431600,24769,24545,14,39
1375,1381,1771431600,1990,1874,2,13
1376,1383,1771431600,1611,1570,1,1
1377,1391,1771431600,8052,7934,2964,2207
1378,1395,1771431600,8790,8800,94,22394
1379,1397,1771431600,8786,8791,1695,3258
1380,1399,1771431600,8784,8714,5887,8
1381,1401,1771431600,25438,24902,2,6
1382,1424,1771431600,73,35,2,48
1383,1432,1771431600,8413,8523,142,70
1384,1434,1771431600,29331,29003,4,31
1385,1440,1771431600,703,651,2,2206
1386,1448,1771431600,2052,2039,2,2
1387,1462,1771431600,190,188,4,2
1388,1472,1771431600,2344,2280,2,1
1389,1478,1771431600,4000,2500,1,1
1390,1511,1771431600,25,25,1155,106
1391,1513,1771431600,991,966,2996,7083
1392,1515,1771431600,132,129,12706,13595
1393,1519,1771431600,24,23,4922,15
1394,1539,1771431600,22,24,9973,200
1395,1550,1771431600,20,20,2,3
1396,1573,1771431600,95,86,1,5
1397,1601,1771431600,1753,1748,49,1329
1398,1603,1771431600,924,916,1598,1962
1399,1605,1771431600,525,519,1176,2029
1400,1607,1771431600,311,304,4,402
1401,1609,1771431600,246,245,312,112
1402,1613,1771431600,4000,3770,2,2
1403,1617,1771431600,2826,2826,780,2962
1404,1619,1771431600,1222,1220,607,2612
1405,1623,1771431600,322,315,16871,213
1406,1631,1771431600,16480,16023,1000,266
1407,1635,1771431600,142,138,2,83
1408,1637,1771431600,504,503,1,129
1409,1641,1771431600,1110,1093,1,12
1410,1645,1771431600,11779,11739,4,41
1411,1654,1771431600,164,159,1855,1655
1412,1658,1771431600,755,755,1,1007
1413,1704,1771431600,12228,12211,2,235
