item_id,timestamp,avg_high_price,avg_low_price,high_volume,low_volume
11242,1770872400,1892,1871,251,1082
11244,1770872400,1868,1470,6,92
11246,1770872400,2193,2086,3,26
11248,1770872400,3445,3384,2694,2413
11250,1770872400,4148,4109,5000,770
11252,1770872400,23290,23022,200,1787
11254,1770872400,40218,39194,437,464
11256,1770872400,377034,374420,159,142
11260,1770872400,632,627,6351,8792
11284,1770872400,3867456,3781163,37,17
11286,1770872400,3800000,3810414,2,1
11326,1770872400,83,57,4010,624
11334,1770872400,7,11,2061,26709
11335,1770872400,59196667,57337056,3,3
11375,1770872400,840,800,2,2
11377,1770872400,12300,11764,80,52
11433,1770872400,198,198,75,292
11465,1770872400,4631,4260,4,1
11501,1770872400,997,300,101,101
11503,1770872400,90000,79996,1,802
11509,1770872400,757,637,2,1
11785,1770872400,31488227,30709540,21,15
11787,1770872400,51977,53293,5,9
11789,1770872400,90887,77307,3,1
11791,1770872400,7759952,7572570,7,10
11802,1770872400,8981154,8801210,43,18
11804,1770872400,20355865,20028715,25,31
11806,1770872400,28178446,27827899,23,8
11808,1770872400,17854876,17667451,6,6
11818,1770872400,160890,157000,2,6
11820,1770872400,157770,155777,1,6
11822,1770872400,174352,170000,1,5
11826,1770872400,8839602,8577334,6,7
11828,1770872400,34267110,33441736,7,6
11830,1770872400,25487703,25125871,8,7
11832,1770872400,26578007,26222256,29,36
11834,1770872400,18241254,18025620,36,33
11836,1770872400,554039,537462,16,4
11838,1770872400,317220,310817,5,14
11840,1770872400,332558,327211,86,68
11874,1770872400,50,52,6000,1500
11875,1770872400,63,61,13015,34291
11889,1770872400,1658497,1624156,11,4
11902,1770872400,40104,39863,3,12
11905,1770872400,654569,633602,6,17
11908,1770872400,38500,47361,1,6
11920,1770872400,494835,481073,94,17
11924,1770872400,1881950,1866000,7,1
11926,1770872400,3958913,3877932,8,9
11932,1770872400,497419,467710,15,4
11936,1770872400,1579,1535,9743,6775
11940,1770872400,4,4,348,18802
11943,1770872400,3866,3802,3550,808
11951,1770872400,821,849,470,227
11955,1770872400,632,632,644,90
11959,1770872400,2673,2648,25410,10093
11968,1770872400,12400,12012,327,57
11972,1770872400,12492,12036,486,27
11978,1770872400,11798,11558,12184,881
11980,1770872400,13251,13055,2973,145
11992,1770872400,207,202,6,87
11994,1770872400,47,46,14200,70
11998,1770872400,2673938,2623068,7,14
12000,1770872400,2715433,2659873,10,4
12002,1770872400,759991,743261,14,34
12004,1770872400,330116,323305,15,15
12197,1770872400,10665,9600,6,5
12199,1770872400,4000,2723,1,2
12201,1770872400,1135,995,3,2
12203,1770872400,9020,5936,25,15
12235,1770872400,234806,235667,1,3
12253,1770872400,50434,37297,2,1
12257,1770872400,9500,1441,2,1
12259,1770872400,5199,3060,8,1
12265,1770872400,47452,40103,2,2
12269,1770872400,1137,901,2,2
12271,1770872400,9191,6533,2,4
12273,1770872400,20856,18426,13,6
12275,1770872400,9999,2376,1,4
12279,1770872400,1405,1515,1,4
12281,1770872400,1345,2269,1,5
12297,1770872400,3698,3835,19,17
12301,1770872400,3998,456,1,5
12305,1770872400,1900,989,4,5
12311,1770872400,2528,2451,2,3
12321,1770872400,4569,4400,1,2
12327,1770872400,5954,5954,2,4
12347,1770872400,4750,1996,1,1
12351,1770872400,168901,100000,9,1
12357,1770872400,135999,95880,1,3
12373,1770872400,50000,23000,1,1
12379,1770872400,9000,7565,1,4
12381,1770872400,39400,19611,1,1
12383,1770872400,113710,98257,5,3
12402,1770872400,39912,39158,111,231
12403,1770872400,8319,8200,195,164
12404,1770872400,1117,1059,83,139
12405,1770872400,2910,2679,318,206
12406,1770872400,16674,16004,103,323
12407,1770872400,963,940,44,114
12408,1770872400,2949,2760,123,62
12409,1770872400,2644,2535,192,100
12410,1770872400,1954,1748,333,50
12411,1770872400,1233,1275,54,114
12428,1770872400,10991,7027,1,3
12447,1770872400,56103,35841,1,2
12453,1770872400,201037,191557,3,1
12455,1770872400,116821,97570,1,5
12460,1770872400,41321,41055,1,1
12462,1770872400,69690,40041,1,4
12470,1770872400,43291,39393,2,2
12480,1770872400,122774,120490,5,3
12482,1770872400,41290,37501,2,1
12490,1770872400,45598,40130,3,3
12494,1770872400,228921,213530,3,1
12496,1770872400,93439,85966,11,5
12498,1770872400,62621,53251,4,2
12500,1770872400,102938,101001,5,6
12502,1770872400,192780,184555,7,3
12504,1770872400,102573,100016,4,3
12506,1770872400,64893,58250,5,1
12510,1770872400,235525,221984,8,4
12512,1770872400,88303,84702,5,4
12520,1770872400,7400,5461,1,3
12524,1770872400,43905,42409,2,3
12526,1770872400,347026,330312,2,4
12536,1770872400,7743,3409,3,5
12596,1770872400,3361448,3314203,3,6
12598,1770872400,730946,686437,7,2
12601,1770872400,680653,650000,8,1
12603,1770872400,240993,236781,13,3
12605,1770872400,109000,103617,4,6
12613,1770872400,1248,1396,3,4
12614,1770872400,3000,1667,1,18
12615,1770872400,2139,1488,2,18
12616,1770872400,7332,1579,4,13
12617,1770872400,6154,3515,3,7
12618,1770872400,4977,3199,5,17
12619,1770872400,3743,3025,7,10
12620,1770872400,4018,3872,5,4
12621,1770872400,2374,3001,1,10
12622,1770872400,2164,2095,4,10
12623,1770872400,2225,2031,13,10
12624,1770872400,8705,2799,6,13
12625,1770872400,5525,5423,15071,2637
12627,1770872400,4264,4258,168,62
12629,1770872400,3047,2883,109,64
12631,1770872400,1471,1392,205,11
12640,1770872400,866,855,25946,12855
12642,1770872400,6859,6482,262,210
12695,1770872400,15189,15090,7777,3336
12697,1770872400,11921,11214,288,27
12699,1770872400,8179,7798,1164,680
12701,1770872400,3944,3703,203,31
12769,1770872400,2340000,2073314,1,1
12771,1770872400,2047061,1870640,1,3
12775,1770872400,2433,2438,265,178
12776,1770872400,1259,880,33,61
12777,1770872400,770,467,3,1
12782,1770872400,696,513,61,15
12783,1770872400,3592,3312,23,15
12786,1770872400,38673,36570,35,44
12817,1770872400,542000000,536329814,1,4
12821,1770872400,28496321,27593569,10,13
12825,1770872400,106965399,104326093,3,6
12829,1770872400,60804,57469,35,36
12831,1770872400,872026,850664,9,5
12851,1770872400,33948,33743,11,29
12863,1770872400,773956,763939,17,13
12865,1770872400,11574,8462,4,1
12869,1770872400,50000,50000,6,2
12873,1770872400,762620,739666,4,2
12875,1770872400,766214,751837,3,2
12877,1770872400,4264505,4218163,36,6
12883,1770872400,2170815,2137137,4,3
12900,1770872400,3625559,3541283,10,8
12902,1770872400,11322588,11069703,7,10
12905,1770872400,6300,6297,156,2057
12907,1770872400,4634,4500,1,2
12909,1770872400,3588,2900,10,1
12913,1770872400,10097,9971,4955,282
12915,1770872400,8268,7418,23,1
12917,1770872400,5379,4601,2,10
12919,1770872400,2663,2646,5,12
12924,1770872400,10709931,10498003,19,21
12929,1770872400,3660667,3569866,33,16
12932,1770872400,3630499,3575250,1,8
12934,1770872400,182,177,1008789,1361836
12938,1770872400,14707,14529,381,694
12972,1770872400,415,280,6,6
12984,1770872400,1413,1000,8,1
13000,1770872400,9000,8403,2,1
13008,1770872400,14164,11821,2,1
13024,1770872400,133442,129966,8,7
13032,1770872400,371078,318489,3,3
13040,1770872400,311161,303998,3,2
13048,1770872400,206756,188471,1,1
13052,1770872400,194543,185001,3,4
13056,1770872400,230385,259888,2,1
13060,1770872400,217604,208036,2,7
13163,1770872400,566706,483434,4,2
13167,1770872400,574006,502594,2,1
13169,1770872400,567000,564000,4,1
13173,1770872400,95155,95000,5,2
13190,1770872400,13939508,14027245,343,105
13227,1770872400,5538817,5477634,1,4
13229,1770872400,151118,129054,1,3
13233,1770872400,2602761,2575322,5,2
13235,1770872400,5228684,5119843,38,9
13237,1770872400,23680684,23191868,17,14
13239,1770872400,22761426,22322939,41,26
13249,1770872400,27184,26403,83,108
13256,1770872400,91949,80001,1,1
13263,1770872400,18928965,18688661,14,21
13267,1770872400,2200000,2080488,1,1
13271,1770872400,2091463,2063996,8,23
13383,1770872400,2733,2732,3,90
13385,1770872400,10133,9993,10,16
13387,1770872400,11157,9945,37,35
13389,1770872400,9166,8801,32,26
13391,1770872400,12,10,30264,219294
13421,1770872400,9,9,4610,46231
13431,1770872400,97,92,1000,9
13439,1770872400,1796,1788,39310,24404
13441,1770872400,1865,1844,65442,13496
13448,1770872400,77,77,5,3
13460,1770872400,303,308,1,56
13469,1770872400,500,839,1,9
13484,1770872400,437,435,37,41
13490,1770872400,382,373,1,54
13496,1770872400,1093,1050,21,172
13502,1770872400,1775,1735,10,159
13508,1770872400,2070,2026,21,2152
13511,1770872400,3498,3374,2644,7286
13573,1770872400,632,631,9464,32186
13576,1770872400,15035126,14818739,29,23
13652,1770872400,47055207,46466120,19,14
19478,1770872400,755146,711428,5,2
19481,1770872400,1098983,1074966,16,10
19484,1770872400,760,757,38133,20646
19490,1770872400,1889,1630,1009,6
19544,1770872400,21299838,20885396,11,12
19547,1770872400,21108558,20914905,19,14
19550,1770872400,21624178,21182301,13,10
19553,1770872400,21025920,20695626,32,17
19580,1770872400,468,456,28737,31226
19582,1770872400,854,855,2545,30543
19601,1770872400,29247,30000,1,1
19613,1770872400,1639,1405,42,2
19615,1770872400,1810,1749,314,109
19617,1770872400,1800,1528,98,11
19619,1770872400,2188,2007,864,7
19621,1770872400,1967,2036,571,76
19623,1770872400,2488,2403,89,6
19629,1770872400,2964,2877,432,148
19631,1770872400,3187,3069,158,14
19653,1770872400,832,500,1,22
19662,1770872400,850,610,50,1
19669,1770872400,920,901,8101,28845
19672,1770872400,4863,4701,727,1103
19724,1770872400,1918,1053,4,2
19921,1770872400,355686,342396,12,11
19924,1770872400,320417,303429,5,5
19927,1770872400,291413,285533,14,18
19930,1770872400,488788,475122,14,10
19933,1770872400,304374,296198,9,3
19952,1770872400,24999,5210,1,5
19994,1770872400,568438,525713,4,1
19997,1770872400,931933,873134,2,2
20038,1770872400,24643,19000,2,1
20044,1770872400,22330,14634,1,1
20050,1770872400,776452,716056,4,3
20053,1770872400,35067,30194,6,3
20056,1770872400,254522,243007,1,1
20062,1770872400,109048,109317,2,7
20065,1770872400,4223750,4114870,8,11
20071,1770872400,4250000,4000002,1,1
20074,1770872400,9333333,9139000,3,5
20077,1770872400,635072,575000,1,1
20098,1770872400,23000000,21540000,2,2
20101,1770872400,3405604,3213333,1,1
20128,1770872400,14197,10126,5,11
20131,1770872400,73162,72500,1,1
20134,1770872400,7085,5750,3,2
20137,1770872400,62508,56000,2,2
20143,1770872400,84496,59281,2,1
20149,1770872400,2350386,2279000,1,1
20155,1770872400,5941902,5823106,1,2
20199,1770872400,6010000,5831450,1,1
20202,1770872400,1709685,1686496,1,1
20220,1770872400,7317,5838,39,6
20223,1770872400,12244,11320,18,8
20226,1770872400,6000,4825,5,9
20229,1770872400,7997,5533,4,9
20232,1770872400,9516,9544,7,10
20235,1770872400,7420,4933,7,15
20238,1770872400,122,116,285,108
20269,1770872400,10000,8000,1,2
20517,1770872400,329931,310920,14,15
20520,1770872400,230624,216418,29,17
20595,1770872400,205678,194467,20,19
20716,1770872400,1044643,1022533,8,29
20718,1770872400,4210,4162,818,5913
20727,1770872400,69971,68294,9,6
20730,1770872400,101711,92585,9,7
20736,1770872400,11472,10253,4,8
20739,1770872400,37353,35637,14,6
20756,1770872400,1214922,1201971,8,22
20849,1770872400,421,409,6200,3564
20997,1770872400,1590000000,1588666667,3,6
21000,1770872400,18245177,17891022,30,22
21003,1770872400,98374071,96329368,4,8
21006,1770872400,88716419,86589267,7,15
21009,1770872400,349296,327992,9,7
21012,1770872400,47027773,46653488,12,19
21015,1770872400,14771950,14440211,11,11
21018,1770872400,63560416,62527943,6,14
21021,1770872400,146846876,144616517,7,8
21024,1770872400,103637573,102820278,5,8
21028,1770872400,3100454,3034662,13,9
21034,1770872400,21969211,21415495,10,9
21047,1770872400,48754,46915,5,21
21049,1770872400,318573893,313151898,11,4
21079,1770872400,5163540,5042565,4,8
21093,1770872400,861,851,2,56
21111,1770872400,895,854,65,4898
21123,1770872400,3745,3990,3,1
21126,1770872400,1417,1230,332,1
21129,1770872400,804,672,30,1
21140,1770872400,4278,4230,64,330
21143,1770872400,1072,1065,715,816
21146,1770872400,982,920,106,32
21160,1770872400,1000,702,10,944
21163,1770872400,1264,1227,1185,960
21166,1770872400,3888,3810,286,84
21177,1770872400,1174,1098,399,366
21180,1770872400,813,804,5,16
21183,1770872400,4186,4183,513,2221
21270,1770872400,8744613,8493731,3,3
21298,1770872400,531704,519999,2,10
21301,1770872400,930644,917505,9,14
21304,1770872400,735247,708360,17,21
21316,1770872400,235,235,18222,12200
21326,1770872400,180,179,179547,70338
21332,1770872400,466,490,31,200
21336,1770872400,1149,1108,400,620
21347,1770872400,3399,3325,11992,57948
21350,1770872400,226,225,65476,30960
21352,1770872400,666,668,15950,4750
21387,1770872400,65000,59859,1,8
21480,1770872400,819,641,290,254
21483,1770872400,498,478,23072,2737
21486,1770872400,116,68,71,14
21488,1770872400,238,221,641,622
21490,1770872400,227,155,81,35
21504,1770872400,198,209,6223,13675
21512,1770872400,464,551,3,1
21521,1770872400,1535,1349,140,22
21555,1770872400,30,30,124262,24670
21622,1770872400,86,82,19911,1122
21634,1770872400,25706713,24964826,6,2
21643,1770872400,276191,271525,2,6
21646,1770872400,19044,18444,1,3
21652,1770872400,1311,1300,4933,972
21690,1770872400,9339,7891,30,1
21733,1770872400,2885625,2804282,9,9
21736,1770872400,78857,75001,4,2
21739,1770872400,33333,30758,3,9
21742,1770872400,4397992,4334262,12,10
21802,1770872400,756,750,1723,2670
21804,1770872400,151739,149250,3,44
21817,1770872400,43092,42720,1849,3935
21820,1770872400,174,171,531084,522132
21838,1770872400,24619,19709,1,1
21880,1770872400,296,293,80686,66279
21892,1770872400,2583725,2524991,3,6
21902,1770872400,770514,757923,45,81
21905,1770872400,3047,3038,20271,15056
21930,1770872400,3027,3026,8105,61332
21932,1770872400,3298,3194,6019,2022
21940,1770872400,3617,3502,4758,2229
21944,1770872400,3297,3296,45015,15560
21946,1770872400,3261,3204,29238,16790
21948,1770872400,2392,2326,975,1076
21952,1770872400,1500,650,1,7
21963,1770872400,3183,3150,1,50
21967,1770872400,3237,3193,18155,4142
21969,1770872400,3266,3196,22695,4000
21971,1770872400,3288,3374,277,21997
21975,1770872400,25950,25034,8,14
21978,1770872400,26707,25276,34,1863
22003,1770872400,18015635,17721503,3,10
22111,1770872400,92075,90614,5,2
22124,1770872400,25306,24950,7389,6216
22201,1770872400,2023,1867,30,67
22209,1770872400,24434,23554,1301,153
22212,1770872400,24750,19927,60,17
22215,1770872400,11618,10252,29,24
22231,1770872400,8350,8000,3,3
22246,1770872400,5222153,5134238,4,5
22251,1770872400,71,62,7,356
22266,1770872400,899,665,4000,1016
22272,1770872400,361,295,3,18
22275,1770872400,4248,2700,3,1
22278,1770872400,4692,4502,6,2
22281,1770872400,6350,6177,13,7
22284,1770872400,21183,20314,32,28
22294,1770872400,7031729,6852840,4,1
22299,1770872400,3994001,3994001,2,2
22302,1770872400,7989001,7989001,2,8
22305,1770872400,15979001,15979001,4,3
22324,1770872400,31901000,31251129,13,9
22326,1770872400,14490571,14195915,4,9
22327,1770872400,13514202,13198233,2,9
22368,1770872400,4356339,4296503,11,4
22438,1770872400,40518295,39636193,5,4
22446,1770872400,11766,11589,2255,10647
22461,1770872400,21237,20208,2129,87
22464,1770872400,14902,14703,1,2
22467,1770872400,10417,9601,1,11
22470,1770872400,4558,3822,1,5
22477,1770872400,40304443,40092111,3,13
22481,1770872400,19399398,19266877,18,8
22486,1770872400,1541331764,1537699556,4,2
22542,1770872400,6602875,6437921,5,9
22547,1770872400,14835869,14700000,3,1
22552,1770872400,5447725,5071215,1,6
22557,1770872400,679525,660227,30,35
22593,1770872400,114,108,7877,3754
22595,1770872400,140,124,1669,4008
22597,1770872400,128,111,12580,4006
22599,1770872400,1183,1169,162,100
22601,1770872400,1390,1330,1454,113
22603,1770872400,800,771,2404,2000
22731,1770872400,57762,51188,5,2
22780,1770872400,1085,1054,16976,22928
22789,1770872400,2033,1532,1,141
22795,1770872400,411,398,97,1002
22804,1770872400,9914,9850,866,1658
22810,1770872400,11741,11041,241,1133
22856,1770872400,23564,22093,82,334
22859,1770872400,27376,24571,40,68
22866,1770872400,181836,179539,348,33
22869,1770872400,23181,22829,31,153
22871,1770872400,27463,27000,1,56
22873,1770872400,5,5,17,32
22877,1770872400,176589,176426,5,138
22879,1770872400,5760,5607,1814,1388
22887,1770872400,4071,3953,39,78
22929,1770872400,892,882,572,378
22935,1770872400,8237,8235,1039,415
22949,1770872400,1861,1698,160,1
22951,1770872400,443732,424878,3,12
22954,1770872400,754415,744746,9,8
22957,1770872400,421427,380001,1,3
22975,1770872400,3746846,3664440,8,9
22978,1770872400,69409144,68403120,17,22
22983,1770872400,14653960,14335039,8,10
22994,1770872400,805008,788372,4,6
23047,1770872400,47520,47520,3,4
23050,1770872400,83209,75000,1,1
23059,1770872400,50471,50471,2,5
23113,1770872400,146578,141920,19,78
23116,1770872400,338398,302912,4,1
23185,1770872400,2364457,2280403,5,2
23200,1770872400,878987,821706,2,2
23203,1770872400,388995,334406,1,1
23232,1770872400,4458,1562,2,3
23246,1770872400,3207216,3115640,7,10
23249,1770872400,601498,584493,1,3
23252,1770872400,42993,41909,1,4
23261,1770872400,5995000,5660000,1,1
23264,1770872400,2549333,2351119,1,1
23267,1770872400,9004911,8642416,1,1
23285,1770872400,266817,245035,5,6
23288,1770872400,53724,42321,2,3
23297,1770872400,21213,17619,1,3
23303,1770872400,42584,39283,2,9
23306,1770872400,18000,11256,4,9
23318,1770872400,9999,2810,2,1
23321,1770872400,3244,3200,4,3
23324,1770872400,4710,4000,4,3
23327,1770872400,7441,8357,4,3
23348,1770872400,67667,64572,3,3
23351,1770872400,8526596,8377928,1,3
23354,1770872400,461731,423994,1,4
23360,1770872400,1448798,1405543,4,3
23378,1770872400,2085,2040,1,1
23381,1770872400,81672,81285,1,2
23384,1770872400,16115,15422,1,3
23387,1770872400,4770,4583,150,10
23389,1770872400,494954,474301,12,9
23407,1770872400,1693,1687,2,3
23410,1770872400,25000,19148,1,13
23413,1770872400,49000,45000,2,2
23490,1770872400,145254,141062,197,448
23499,1770872400,35388,34422,2,83
23522,1770872400,20000,7026,1,1
23528,1770872400,400889,393710,6,5
23685,1770872400,19939,19895,3039,1694
23688,1770872400,15166,14700,4,8
23691,1770872400,10201,9874,50,36
23694,1770872400,5049,4856,101,29
23697,1770872400,5180,4462,214,31
23709,1770872400,5899,5403,211,32
23712,1770872400,4369,4587,32,1
23733,1770872400,5678,5663,5197,4779
23739,1770872400,2995,2626,30,11
23742,1770872400,1533,1432,102,9
23745,1770872400,2621,2419,305,1061
23943,1770872400,2897796,2755783,1,1
23953,1770872400,19816356,19339091,11,1
23956,1770872400,7868735,7746232,54,104
23959,1770872400,2165315,2162652,16,35
24003,1770872400,13000,10874,1,1
24046,1770872400,236786,230000,1,1
24187,1770872400,586661,568115,102,24
24219,1770872400,3962003,3806406,2,2
24229,1770872400,1253983,1228143,50,35
24251,1770872400,20097,19601,265,335
24268,1770872400,17421067,17165727,24,16
24291,1770872400,656728,615005,4,1
24294,1770872400,482961,447000,7,1
24417,1770872400,258486468,255441345,8,5
24419,1770872400,35718980,35000000,3,2
24420,1770872400,79757098,78026507,5,3
24421,1770872400,80700562,79252514,4,3
24422,1770872400,49533288,48451715,9,6
24466,1770872400,2095648,1968277,2,1
24488,1770872400,198900000,195000000,1,2
24514,1770872400,45549966,44268259,3,2
24517,1770872400,197065914,193501069,5,4
24585,1770872400,74506,68742,41,26
24587,1770872400,5991539,5856162,11,10
24589,1770872400,181,174,32248,14833
24592,1770872400,104,100,19039,9213
24595,1770872400,79,78,7361,26994
24598,1770872400,2025,1992,10794,6752
24607,1770872400,248,243,151926,31227
24613,1770872400,67,63,5870,10765
24615,1770872400,63,67,5323,7301
24621,1770872400,84,88,1965,2636
24623,1770872400,22668,21184,2,1
24635,1770872400,26739,26251,286,191
24644,1770872400,7300,6734,10,3
24740,1770872400,26340,24856,11,14
24774,1770872400,99,84,1898,14
24777,1770872400,6586992,6459921,43,86
24844,1770872400,4211819,4150000,5,8
24953,1770872400,1200,1102,100,74
24957,1770872400,916,890,278,113
24959,1770872400,1070,1075,1,3
24961,1770872400,1120,1110,1519,9
24963,1770872400,1399,1383,3148,20
25139,1770872400,615,609,890,941
25395,1770872400,26220,24013,1,2
25404,1770872400,158497,154734,40,46
25407,1770872400,38111,33643,3,15
25410,1770872400,42949,42538,18,23
25413,1770872400,83141,77812,9,15
25416,1770872400,153592,151174,27,27
25419,1770872400,5825,5675,600,83
25454,1770872400,18120,18109,1,22
25576,1770872400,452290,428424,16,4
25578,1770872400,2319,2244,3856,5689
25766,1770872400,116,116,2,145
25769,1770872400,150,148,2233,3875
25778,1770872400,3400,3400,1,1402
25849,1770872400,221,216,58683,44823
25853,1770872400,423,423,120536,45120
25862,1770872400,154880414,153674099,8,10
25975,1770872400,5141074,5035785,22,30
25985,1770872400,3925904,3850126,31,24
26219,1770872400,23116645,22863995,29,34
26227,1770872400,22560,22853,4,9
26233,1770872400,39943901,39030261,4,6
26235,1770872400,90916859,90634704,5,5
26241,1770872400,8450488,8220307,15,24
26243,1770872400,52434604,51533220,7,24
26245,1770872400,39170443,38624008,11,17
26340,1770872400,4826,4753,1349,4159
26342,1770872400,3839,3650,1,21
26344,1770872400,1845,2099,2,16
26346,1770872400,1223,1000,1,1
26374,1770872400,382009284,377888956,10,9
26384,1770872400,210303721,207433910,6,7
26386,1770872400,155464105,156000000,4,2
26390,1770872400,111960,108597,18,204
26421,1770872400,784662,747062,4,7
26479,1770872400,788296,762473,32,7
26528,1770872400,680000,665355,8,4
26815,1770872400,752296,750528,5,8
26945,1770872400,3355528,3285144,13,6
26997,1770872400,2295,2586,49,464
27014,1770872400,54600,52780,21,4
27202,1770872400,2499,2407,1247,74
27226,1770872400,15018279,14790339,5,13
27229,1770872400,58299565,57391224,7,7
27232,1770872400,37936577,37424095,8,6
27235,1770872400,24878669,24524015,9,7
27238,1770872400,92081266,91541987,4,8
27241,1770872400,64395777,63685393,7,7
27272,1770872400,1850,1800,127,1231
27277,1770872400,912546879,909364081,11,12
27355,1770872400,181419334,180000000,6,2
27612,1770872400,73929005,72890386,15,20
27616,1770872400,19,19,1907657,2298493
27629,1770872400,6156,5873,338,409
27641,1770872400,114927684,113147748,9,9
27652,1770872400,14981610,14734436,17,15
27657,1770872400,6890369,6668651,29,31
27662,1770872400,5325035,5148725,22,12
27667,1770872400,50089,49008,2,5
27670,1770872400,55000,49008,2,3
27676,1770872400,5583463,5625928,5,33
27690,1770872400,40739747,40357061,31,31
27897,1770872400,703,703,22,130
28157,1770872400,32,38,133884,8161
28166,1770872400,2497997,2137778,1,16
28177,1770872400,2617634,2523000,4,1
28214,1770872400,2485428,2383496,2,2
28217,1770872400,2612674,2504358,6,7
28276,1770872400,55166,45632,12,6
28304,1770872400,1186377,852000,1,1
28307,1770872400,128490993,126692467,11,3
28310,1770872400,50683162,50727788,6,4
28313,1770872400,33903055,33491579,11,12
28316,1770872400,30434475,29849875,4,5
28334,1770872400,430072,407160,104,124
28338,1770872400,275248520,271998706,4,13
28583,1770872400,98833,95349,1,2
28628,1770872400,3349,3361,9227,330
28684,1770872400,6821324,6486311,1,2
28690,1770872400,4351554,4216795,8,1
28790,1770872400,858,821,1373,10
28810,1770872400,922107,904312,24,19
28824,1770872400,815,802,2357,627
28837,1770872400,12,11,401,1890
28869,1770872400,7588,7055,16,58
28872,1770872400,162,164,1284,8777
28878,1770872400,244,230,8693,43444
28899,1770872400,298,316,1340,6369
28919,1770872400,49352227,48000000,1,1
28924,1770872400,239,238,274976,90218
28929,1770872400,99,96,7001,3000
28931,1770872400,15465,14900,225,85
28933,1770872400,1613046,1540381,8,4
28936,1770872400,2944979,2849542,3,5
28939,1770872400,4560226,4548628,1,5
28942,1770872400,2883377,2805507,8,4
28988,1770872400,389218,381913,13,18
28991,1770872400,182,176,62227,92618
28997,1770872400,6582726,6420184,19,18
29000,1770872400,2172312,2146221,11,37
29004,1770872400,1730085,1709774,9,12
29007,1770872400,2217015,2139516,14,7
29010,1770872400,842080,829912,6,7
29013,1770872400,1811485,1762589,7,11
29016,1770872400,4999945,4972821,6,9
29019,1770872400,892899,837378,3,5
29022,1770872400,4720017,4617744,14,16
29025,1770872400,11168718,11065338,14,16
29028,1770872400,943002,921830,12,8
29084,1770872400,88776,87195,25,20
29090,1770872400,5740,5516,179,20
29110,1770872400,151,131,385,2078
29116,1770872400,397,408,41,145
29134,1770872400,1056,1050,1860,15
29140,1770872400,775,771,435,1200
29143,1770872400,2100,2080,10529,800
29163,1770872400,5304,5353,53,63
29166,1770872400,77,50,14,278
29171,1770872400,2390,2388,1901,2310
29177,1770872400,999,998,12,203
29195,1770872400,2404,2332,480,446
29253,1770872400,39459,39675,8,14
29256,1770872400,57111,54038,3,8
29280,1770872400,15117,14619,1,49
29283,1770872400,33888,30945,97,43
29286,1770872400,15687,15397,52,54
29289,1770872400,16150,15700,5,94
29305,1770872400,202,126,1000,400
29307,1770872400,5814,5370,432,901
29311,1770872400,3,3,60,16642
29424,1770872400,8938909,8805442,3,2
29449,1770872400,14901,14593,103,956
29455,1770872400,68382,61065,2,3
29458,1770872400,179,163,434,6229
29574,1770872400,3227655,3177613,4,11
29577,1770872400,6656815,6580061,21,23
29580,1770872400,37399501,37049567,35,27
29684,1770872400,15499,15000,2195,178
29782,1770872400,23958,22925,267,261
29784,1770872400,2197,2194,1265,8999
29796,1770872400,53159965,52015628,37,28
29801,1770872400,62553553,61473584,19,29
29806,1770872400,3138208,3068787,41,35
29824,1770872400,18002,18155,3212,1352
29827,1770872400,14435,13453,3,9
29830,1770872400,10048,8613,11,11
29833,1770872400,4789,4587,260,4
29889,1770872400,103350,102454,16,17
29895,1770872400,289,280,581,1294
29993,1770872400,41487,41404,3196,446
30002,1770872400,9375555,9113414,5,2
30040,1770872400,36157,31124,7,111
30066,1770872400,580611,570688,9,6
30068,1770872400,1351,1299,638,5705
30070,1770872400,17614837,17254832,10,14
30073,1770872400,1191190,1162776,5,9
30076,1770872400,1759270,1711587,10,5
30079,1770872400,1316422,1233863,6,8
30082,1770872400,646113,630072,6,6
30088,1770872400,38539,37801,49,131
30094,1770872400,6590,6350,196,67
30100,1770872400,7251,7197,167,338
30125,1770872400,56328,56382,376,106
30128,1770872400,39850,40765,2,3
30134,1770872400,14980,13520,2,5
30137,1770872400,47535,47290,204,229
30321,1770872400,305645,279375,2,2
30404,1770872400,50000,40000,1,1
30432,1770872400,2184146,2164610,2,1
30443,1770872400,919010,892132,4,5
30554,1770872400,381017,351218,2,2
30616,1770872400,6500,5227,10,3
30619,1770872400,3933,3355,49,2
30634,1770872400,5765456,5584192,29,21
30744,1770872400,295304648,291878594,6,6
30750,1770872400,94423382,94061757,6,17
30753,1770872400,98836221,98538342,8,18
30756,1770872400,100281897,98794503,11,14
30759,1770872400,4143723,4088433,8,6
30765,1770872400,209048,209001,21,1658
30771,1770872400,337,329,109658,135956
30773,1770872400,1997,1988,1060,26626
30775,1770872400,44123,42858,248,316
30795,1770872400,17000,16701,22,83
30800,1770872400,199,180,3550,91
30810,1770872400,335866,325119,33,39
30813,1770872400,304000,300775,3,31
30819,1770872400,42852,39969,6,51
30822,1770872400,42619,39494,66,44
30840,1770872400,129989,119007,10,14
30843,1770872400,783,774,265351,47319
30895,1770872400,354335,345444,6,5
30957,1770872400,308557,174141,3,1
31045,1770872400,63,63,10864,4504
31049,1770872400,1233,1233,506,656
31081,1770872400,581771,564848,4,9
31086,1770872400,15000,15000,1,2
31088,1770872400,229366840,226485684,9,10
31099,1770872400,102904,99805,93,245
